week,store,demand
2024-08-12,Store 23,725.7
2024-08-19,Store 23,735.3
2024-08-26,Store 23,739.0
2024-09-02,Store 23,783.9
2024-09-09,Store 23,778.9
2024-09-16,Store 23,764.9
2024-09-23,Store 23,776.5
2024-09-30,Store 23,779.9
2024-10-07,Store 23,786.5
2024-10-14,Store 23,814.1
2024-10-21,Store 23,810.3
2024-10-28,Store 23,853.1
2024-11-04,Store 23,847.8
2024-11-11,Store 23,855.4
2024-11-18,Store 23,852.3
2024-11-25,Store 23,841.9
2024-12-02,Store 23,862.8
2024-12-09,Store 23,853.6
2024-12-16,Store 23,887.7
2024-12-23,Store 23,873.2
2024-12-30,Store 23,874.3
2025-01-06,Store 23,874.8
2025-01-13,Store 23,900.9
2025-01-20,Store 23,854.5
2025-01-27,Store 23,904.2
2025-02-03,Store 23,873.9
2025-02-10,Store 23,854.9
2025-02-17,Store 23,863.6
2025-02-24,Store 23,848.5
2025-03-03,Store 23,880.9
2025-03-10,Store 23,853.0
2025-03-17,Store 23,868.3
2025-03-24,Store 23,879.7
2025-03-31,Store 23,849.3
2025-04-07,Store 23,852.0
2025-04-14,Store 23,833.0
2025-04-21,Store 23,843.4
2025-04-28,Store 23,884.6
2025-05-05,Store 23,854.7
2025-05-12,Store 23,836.3
2025-05-19,Store 23,828.7
2025-05-26,Store 23,835.3
2025-06-02,Store 23,836.4
2025-06-09,Store 23,827.2
2025-06-16,Store 23,841.1
2025-06-23,Store 23,819.0
2024-01-01,Store 24,718.5
2024-01-08,Store 24,693.9
2024-01-15,Store 24,726.3
2024-01-22,Store 24,703.3
2024-01-29,Store 24,743.6
2024-02-05,Store 24,734.6
2024-02-12,Store 24,771.7
2024-02-19,Store 24,766.0
2024-02-26,Store 24,740.3
2024-03-04,Store 24,732.4
2024-03-11,Store 24,758.1
2024-03-18,Store 24,757.8
2024-03-25,Store 24,810.2
2024-04-01,Store 24,789.2
2024-04-08,Store 24,809.6
2024-04-15,Store 24,797.3
2024-04-22,Store 24,804.5
2024-04-29,Store 24,811.8
2024-05-06,Store 24,833.4
2024-05-13,Store 24,825.4
2024-05-20,Store 24,808.2
2024-05-27,Store 24,850.9
2024-06-03,Store 24,824.0
2024-06-10,Store 24,822.7
2024-06-17,Store 24,787.3
2024-06-24,Store 24,838.8
2024-07-01,Store 24,829.6
2024-07-08,Store 24,827.6
2024-07-15,Store 24,817.4
2024-07-22,Store 24,811.5
2024-07-29,Store 24,810.6
2024-08-05,Store 24,818.7
2024-08-12,Store 24,816.3
2024-08-19,Store 24,797.9
2024-08-26,Store 24,810.0
2024-09-02,Store 24,788.6
2024-09-09,Store 24,776.2
2024-09-16,Store 24,780.7
2024-09-23,Store 24,751.3
2024-09-30,Store 24,769.3
2024-10-07,Store 24,737.0
2024-10-14,Store 24,739.4
2024-10-21,Store 24,719.6
2024-10-28,Store 24,742.8
2024-11-04,Store 24,765.7
2024-11-11,Store 24,736.5
2024-11-18,Store 24,745.2
2024-11-25,Store 24,768.9
2024-12-02,Store 24,738.5
2024-12-09,Store 24,720.5
2024-12-16,Store 24,722.9
2024-12-23,Store 24,733.5
2024-12-30,Store 24,725.8
2025-01-06,Store 24,729.6
2025-01-13,Store 24,756.0
2025-01-20,Store 24,760.6
2025-01-27,Store 24,725.1
2025-02-03,Store 24,742.6
2025-02-10,Store 24,753.5
2025-02-17,Store 24,775.5
2025-02-24,Store 24,789.9
2025-03-03,Store 24,819.8
2025-03-10,Store 24,779.0
2025-03-17,Store 24,786.5
2025-03-24,Store 24,808.2
2025-03-31,Store 24,795.7
2025-04-07,Store 24,810.1
2025-04-14,Store 24,811.9
2025-04-21,Store 24,784.4
2025-04-28,Store 24,830.7
2025-05-05,Store 24,830.7
2025-05-12,Store 24,856.4
2025-05-19,Store 24,840.7
2025-05-26,Store 24,824.4
2025-06-02,Store 24,841.1
2025-06-09,Store 24,814.7
2025-06-16,Store 24,828.2
2025-06-23,Store 24,855.4
2024-01-01,Store 25,228.8
2024-01-08,Store 25,254.4
2024-01-15,Store 25,254.2
2024-01-22,Store 25,257.6
2024-01-29,Store 25,274.7
2024-02-05,Store 25,249.3
2024-02-12,Store 25,277.6
2024-02-19,Store 25,244.4
2024-02-26,Store 25,245.7
2024-03-04,Store 25,274.7
2024-03-11,Store 25,241.7
2024-03-18,Store 25,273.1
2024-03-25,Store 25,265.7
2024-04-01,Store 25,279.4
2024-04-08,Store 25,261.0
2024-04-15,Store 25,260.7
2024-04-22,Store 25,264.9
2024-04-29,Store 25,244.2
2024-05-06,Store 25,239.9
2024-05-13,Store 25,253.6
2024-05-20,Store 25,241.6
2024-05-27,Store 25,231.1
2024-06-03,Store 25,230.9
2024-06-10,Store 25,250.8
2024-06-17,Store 25,214.8
2024-06-24,Store 25,208.8
2024-07-01,Store 25,184.8
2024-07-08,Store 25,204.3
2024-07-15,Store 25,209.5
2024-07-22,Store 25,207.1
2024-07-29,Store 25,191.3
2024-08-05,Store 25,199.5
2024-08-12,Store 25,192.0
2024-08-19,Store 25,194.1
2024-08-26,Store 25,189.0
2024-09-02,Store 25,195.1
2024-09-09,Store 25,166.8
2024-09-16,Store 25,147.9
2024-09-23,Store 25,176.8
2024-09-30,Store 25,178.1
2024-10-07,Store 25,190.2
2024-10-14,Store 25,186.6
2024-10-21,Store 25,197.9
2024-10-28,Store 25,179.9
2024-11-04,Store 25,176.3
2024-11-11,Store 25,154.9
2024-11-18,Store 25,183.5
2024-11-25,Store 25,174.1
2024-12-02,Store 25,189.3
2024-12-09,Store 25,191.0
2024-12-16,Store 25,201.4
2024-12-23,Store 25,197.1
2024-12-30,Store 25,216.8
2025-01-06,Store 25,166.1
2025-01-13,Store 25,213.8
2025-01-20,Store 25,232.8
2025-01-27,Store 25,246.4
2025-02-03,Store 25,232.6
2025-02-10,Store 25,249.7
2025-02-17,Store 25,229.4
2025-02-24,Store 25,228.8
2025-03-03,Store 25,238.1
2025-03-10,Store 25,231.0
2025-03-17,Store 25,219.6
2025-03-24,Store 25,223.3
2025-03-31,Store 25,213.5
2025-04-07,Store 25,236.6
2025-04-14,Store 25,226.8
2025-04-21,Store 25,218.7
2025-04-28,Store 25,212.4
2025-05-05,Store 25,224.9
2025-05-12,Store 25,225.0
2025-05-19,Store 25,191.9
2025-05-26,Store 25,184.7
2025-06-02,Store 25,213.3
2025-06-09,Store 25,173.1
2025-06-16,Store 25,196.5
2025-06-23,Store 25,207.0
2024-01-01,Store 26,411.7
2024-01-08,Store 26,430.8
2024-01-15,Store 26,357.5
2024-01-22,Store 26,380.5
2024-01-29,Store 26,394.9
2024-02-05,Store 26,371.5
2024-02-12,Store 26,389.4
2024-02-19,Store 26,364.2
2024-02-26,Store 26,360.7
2024-03-04,Store 26,348.6
2024-03-11,Store 26,338.9
2024-03-18,Store 26,332.7
2024-03-25,Store 26,339.3
2024-04-01,Store 26,318.3
2024-04-08,Store 26,339.3
2024-04-15,Store 26,330.2
2024-04-22,Store 26,332.8
2024-04-29,Store 26,295.8
2024-05-06,Store 26,284.1
2024-05-13,Store 26,307.1
2024-05-20,Store 26,348.8
2024-05-27,Store 26,323.0
2024-06-03,Store 26,295.0
2024-06-10,Store 26,309.7
2024-06-17,Store 26,314.8
2024-06-24,Store 26,284.5
2024-07-01,Store 26,327.3
2024-07-08,Store 26,306.4
2024-07-15,Store 26,310.2
2024-07-22,Store 26,315.0
2024-07-29,Store 26,335.2
2024-08-05,Store 26,310.4
2024-08-12,Store 26,300.1
2024-08-19,Store 26,334.6
2024-08-26,Store 26,303.3
2024-09-02,Store 26,333.6
2024-09-09,Store 26,360.0
2024-09-16,Store 26,354.8
2024-09-23,Store 26,365.5
2024-09-30,Store 26,362.6
2024-10-07,Store 26,392.5
2024-10-14,Store 26,350.2
2024-10-21,Store 26,367.2
2024-10-28,Store 26,356.3
2024-11-04,Store 26,378.4
2024-11-11,Store 26,363.7
2024-11-18,Store 26,390.4
2024-11-25,Store 26,356.0
2024-12-02,Store 26,383.9
2024-12-09,Store 26,369.8
2024-12-16,Store 26,358.0
2024-12-23,Store 26,363.5
2024-12-30,Store 26,355.7
2025-01-06,Store 26,353.1
2025-01-13,Store 26,340.1
2025-01-20,Store 26,327.7
2025-01-27,Store 26,327.9
2025-02-03,Store 26,302.0
2025-02-10,Store 26,334.1
2025-02-17,Store 26,297.0
2025-02-24,Store 26,306.2
2025-03-03,Store 26,313.1
2025-03-10,Store 26,310.0
2025-03-17,Store 26,265.0
2025-03-24,Store 26,284.6
2025-03-31,Store 26,287.5
2025-04-07,Store 26,276.4
2025-04-14,Store 26,291.3
2025-04-21,Store 26,254.7
2025-04-28,Store 26,232.6
2025-05-05,Store 26,272.5
2025-05-12,Store 26,249.8
2025-05-19,Store 26,229.6
2025-05-26,Store 26,252.3
2025-06-02,Store 26,272.5
2025-06-09,Store 26,235.1
2025-06-16,Store 26,289.6
2025-06-23,Store 26,243.2
2024-01-01,Store 27,278.5
2024-01-08,Store 27,347.4
2024-01-15,Store 27,301.8
2024-01-22,Store 27,305.9
2024-01-29,Store 27,331.9
2024-02-05,Store 27,348.5
2024-02-12,Store 27,342.1
2024-02-19,Store 27,310.9
2024-02-26,Store 27,335.8
2024-03-04,Store 27,307.8
2024-03-11,Store 27,352.9
2024-03-18,Store 27,318.1
2024-03-25,Store 27,333.6
2024-04-01,Store 27,348.5
2024-04-08,Store 27,358.0
2024-04-15,Store 27,349.9
2024-04-22,Store 27,379.1
2024-04-29,Store 27,369.4
2024-05-06,Store 27,370.4
2024-05-13,Store 27,344.3
2024-05-20,Store 27,390.2
2024-05-27,Store 27,354.4
2024-06-03,Store 27,394.3
2024-06-10,Store 27,400.2
2024-06-17,Store 27,379.2
2024-06-24,Store 27,388.6
2024-07-01,Store 27,328.5
2024-07-08,Store 27,373.4
2024-07-15,Store 27,394.5
2024-07-22,Store 27,393.5
2024-07-29,Store 27,363.1
2024-08-05,Store 27,378.8
2024-08-12,Store 27,347.1
2024-08-19,Store 27,393.4
2024-08-26,Store 27,361.1
2024-09-02,Store 27,408.6
2024-09-09,Store 27,411.8
2024-09-16,Store 27,389.5
2024-09-23,Store 27,407.2
2024-09-30,Store 27,399.0
2024-10-07,Store 27,409.0
2024-10-14,Store 27,391.3
2024-10-21,Store 27,421.2
2024-10-28,Store 27,390.8
2024-11-04,Store 27,391.6
2024-11-11,Store 27,421.0
2024-11-18,Store 27,423.5
2024-11-25,Store 27,434.7
2024-12-02,Store 27,425.0
2024-12-09,Store 27,467.1
2024-12-16,Store 27,445.4
2024-12-23,Store 27,450.6
2024-12-30,Store 27,454.3
2025-01-06,Store 27,470.6
2025-01-13,Store 27,468.3
2025-01-20,Store 27,470.4
2025-01-27,Store 27,478.9
2025-02-03,Store 27,444.4
2025-02-10,Store 27,448.9
2025-02-17,Store 27,478.3
2025-02-24,Store 27,480.1
2025-03-03,Store 27,495.2
2025-03-10,Store 27,490.2
2025-03-17,Store 27,501.8
2025-03-24,Store 27,477.5
2025-03-31,Store 27,498.9
2025-04-07,Store 27,481.7
2025-04-14,Store 27,510.2
2025-04-21,Store 27,478.6
2025-04-28,Store 27,514.3
2025-05-05,Store 27,489.2
2025-05-12,Store 27,507.5
2025-05-19,Store 27,528.6
2025-05-26,Store 27,520.4
2025-06-02,Store 27,494.0
2025-06-09,Store 27,510.3
2025-06-16,Store 27,499.5
2025-06-23,Store 27,498.2
2024-01-01,Store 28,589.4
2024-01-08,Store 28,584.4
2024-01-15,Store 28,572.1
2024-01-22,Store 28,582.2
2024-01-29,Store 28,570.4
2024-02-05,Store 28,579.8
2024-02-12,Store 28,596.9
2024-02-19,Store 28,597.6
2024-02-26,Store 28,649.9
2024-03-04,Store 28,588.9
2024-03-11,Store 28,613.0
2024-03-18,Store 28,599.8
2024-03-25,Store 28,622.1
2024-04-01,Store 28,629.7
2024-04-08,Store 28,654.9
2024-04-15,Store 28,642.9
2024-04-22,Store 28,654.2
2024-04-29,Store 28,658.0
2024-05-06,Store 28,650.6
2024-05-13,Store 28,668.8
2024-05-20,Store 28,679.4
2024-05-27,Store 28,692.3
2024-06-03,Store 28,705.2
2024-06-10,Store 28,698.2
2024-06-17,Store 28,702.3
2024-06-24,Store 28,683.8
2024-07-01,Store 28,720.5
2024-07-08,Store 28,703.9
2024-07-15,Store 28,726.7
2024-07-22,Store 28,735.5
2024-07-29,Store 28,712.3
2024-08-05,Store 28,698.4
2024-08-12,Store 28,711.3
2024-08-19,Store 28,713.8
2024-08-26,Store 28,700.2
2024-09-02,Store 28,692.1
2024-09-09,Store 28,704.1
2024-09-16,Store 28,697.6
2024-09-23,Store 28,679.1
2024-09-30,Store 28,653.3
2024-10-07,Store 28,678.6
2024-10-14,Store 28,653.7
2024-10-21,Store 28,661.8
2024-10-28,Store 28,654.3
2024-11-04,Store 28,617.4
2024-11-11,Store 28,640.9
2024-11-18,Store 28,641.6
2024-11-25,Store 28,638.2
2024-12-02,Store 28,625.7
2024-12-09,Store 28,590.2
2024-12-16,Store 28,635.6
2024-12-23,Store 28,619.9
2024-12-30,Store 28,593.7
2025-01-06,Store 28,598.9
2025-01-13,Store 28,613.9
2025-01-20,Store 28,621.2
2025-01-27,Store 28,605.1
2025-02-03,Store 28,627.1
2025-02-10,Store 28,590.9
2025-02-17,Store 28,605.9
2025-02-24,Store 28,595.2
2025-03-03,Store 28,617.9
2025-03-10,Store 28,659.7
2025-03-17,Store 28,674.3
2025-03-24,Store 28,653.6
2025-03-31,Store 28,647.6
2025-04-07,Store 28,661.1
2025-04-14,Store 28,678.9
2025-04-21,Store 28,655.8
2025-04-28,Store 28,678.1
2025-05-05,Store 28,715.4
2025-05-12,Store 28,685.1
2025-05-19,Store 28,696.1
2025-05-26,Store 28,713.7
2025-06-02,Store 28,723.3
2025-06-09,Store 28,714.6
2025-06-16,Store 28,729.4
2025-06-23,Store 28,740.9
2024-01-01,Store 29,311.9
2024-01-08,Store 29,305.4
2024-01-15,Store 29,333.5
2024-01-22,Store 29,349.8
2024-01-29,Store 29,342.3
2024-02-05,Store 29,338.0
2024-02-12,Store 29,319.4
2024-02-19,Store 29,341.3
2024-02-26,Store 29,360.8
2024-03-04,Store 29,323.2
2024-03-11,Store 29,336.7
2024-03-18,Store 29,332.4
2024-03-25,Store 29,324.9
2024-04-01,Store 29,335.6
2024-04-08,Store 29,334.4
2024-04-15,Store 29,329.6
2024-04-22,Store 29,303.3
2024-04-29,Store 29,287.7
2024-05-06,Store 29,310.4
2024-05-13,Store 29,292.8
2024-05-20,Store 29,321.7
2024-05-27,Store 29,316.1
2024-06-03,Store 29,311.5
2024-06-10,Store 29,261.4
2024-06-17,Store 29,278.2
2024-06-24,Store 29,277.2
2024-07-01,Store 29,270.4
2024-07-08,Store 29,249.1
2024-07-15,Store 29,269.5
2024-07-22,Store 29,246.8
2024-07-29,Store 29,246.0
2024-08-05,Store 29,218.9
2024-08-12,Store 29,250.4
2024-08-19,Store 29,236.3
2024-08-26,Store 29,247.4
2024-09-02,Store 29,245.0
2024-09-09,Store 29,246.0
2024-09-16,Store 29,245.2
2024-09-23,Store 29,260.9
2024-09-30,Store 29,250.1
2024-10-07,Store 29,235.8
2024-10-14,Store 29,271.3
2024-10-21,Store 29,256.3
2024-10-28,Store 29,254.5
2024-11-04,Store 29,265.4
2024-11-11,Store 29,291.5
2024-11-18,Store 29,292.5
2024-11-25,Store 29,268.7
2024-12-02,Store 29,301.7
2024-12-09,Store 29,331.5
2024-12-16,Store 29,313.5
2024-12-23,Store 29,323.8
2024-12-30,Store 29,347.5
2025-01-06,Store 29,348.8
2025-01-13,Store 29,356.8
2025-01-20,Store 29,303.7
2025-01-27,Store 29,374.6
2025-02-03,Store 29,360.6
2025-02-10,Store 29,389.7
2025-02-17,Store 29,342.1
2025-02-24,Store 29,327.5
2025-03-03,Store 29,353.5
2025-03-10,Store 29,347.9
2025-03-17,Store 29,359.7
2025-03-24,Store 29,363.2
2025-03-31,Store 29,342.3
2025-04-07,Store 29,335.8
2025-04-14,Store 29,342.6
2025-04-21,Store 29,325.8
2025-04-28,Store 29,318.9
2025-05-05,Store 29,333.7
2025-05-12,Store 29,330.9
2025-05-19,Store 29,322.1
2025-05-26,Store 29,297.0
2025-06-02,Store 29,261.2
2025-06-09,Store 29,284.9
2025-06-16,Store 29,269.9
2025-06-23,Store 29,273.8
2024-01-01,Store 30,473.8
2024-01-08,Store 30,438.4
2024-01-15,Store 30,451.0
2024-01-22,Store 30,463.9
2024-01-29,Store 30,462.4
2024-02-05,Store 30,460.3
2024-02-12,Store 30,453.1
2024-02-19,Store 30,460.1
